HPSA Name,HPSA ID,Designation Type,HPSA Discipline Class,HPSA Score,PC MCTA Score,Primary State Abbreviation,HPSA Status,HPSA Designation Date,HPSA Designation Last Update Date,Metropolitan Indicator,HPSA Geography Identification Number,HPSA Degree of Shortage,Withdrawn Date,HPSA FTE,HPSA Designation Population,% of Population Below 100% Poverty,HPSA Formal Ratio,HPSA Population Type,Rural Status,Longitude,Latitude,BHCMIS Organization Identification Number,Break in Designation,Common County Name,Common Postal Code,Common Region Name,Common State Abbreviation,Common State County FIPS Code,Common State FIPS Code,Common State Name,County Equivalent Name,County or County Equivalent Federal Information Processing Standard Code,Discipline Class Number,HPSA Address,HPSA City,HPSA Component Name,HPSA Component Source Identification Number,HPSA Component State Abbreviation,HPSA Component Type Code,HPSA Component Type Description,HPSA Designation Population Type Description,HPSA Estimated Served Population,HPSA Estimated Underserved Population,HPSA Metropolitan Indicator Code,HPSA Population Type Code,HPSA Postal Code,HPSA Provider Ratio Goal,HPSA Resident Civilian Population,HPSA Shortage,HPSA Status Code,HPSA Type Code,HPSA Withdrawn Date String,Primary State FIPS Code,Primary State Name,Provider Type,Rural Status Code,State Abbreviation,State and County Federal Information Processing Standard Code,State FIPS Code,State Name,U.S. - Mexico Border 100 Kilometer Indicator,U.S. - Mexico Border County Indicator,Data Warehouse Record Create Date,Data Warehouse Record Create Date Text,Unnamed: 65,county_fips
Medicaid Eligible - Middle River,1242602523,HPSA Population,Primary Care,9,,MD,Withdrawn,02/24/2011,06/25/2019,Unknown,24005421300,Not applicable,06/25/2019,5.2000,49830.0,12.5,9583:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore County, MD",,Region 3,MD,24005,24,Maryland,Baltimore,005,1,,,4213,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,15600,34230,0,M,,3000:1,,11.4100,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24005,24,Maryland,N,N,06/15/2026,2026/06/15,,24005
Medicaid Eligible - Middle River,1242602523,HPSA Population,Primary Care,9,,MD,Withdrawn,02/24/2011,06/25/2019,Unknown,24005420401,Not applicable,06/25/2019,5.2000,49830.0,12.5,9583:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore County, MD",,Region 3,MD,24005,24,Maryland,Baltimore,005,1,,,4204.01,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,15600,34230,0,M,,3000:1,,11.4100,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24005,24,Maryland,N,N,06/15/2026,2026/06/15,,24005
Medicaid Eligible - Middle River,1242602523,HPSA Population,Primary Care,9,,MD,Withdrawn,02/24/2011,06/25/2019,Unknown,24005450900,Not applicable,06/25/2019,5.2000,49830.0,12.5,9583:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore County, MD",,Region 3,MD,24005,24,Maryland,Baltimore,005,1,,,4509,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,15600,34230,0,M,,3000:1,,11.4100,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24005,24,Maryland,N,N,06/15/2026,2026/06/15,,24005
Medicaid Eligible - Middle River,1242602523,HPSA Population,Primary Care,9,,MD,Withdrawn,02/24/2011,06/25/2019,Unknown,24005452500,Not applicable,06/25/2019,5.2000,49830.0,12.5,9583:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore County, MD",,Region 3,MD,24005,24,Maryland,Baltimore,005,1,,,4525,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,15600,34230,0,M,,3000:1,,11.4100,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24005,24,Maryland,N,N,06/15/2026,2026/06/15,,24005
Medicaid Eligible - Middle River,1242602523,HPSA Population,Primary Care,9,,MD,Withdrawn,02/24/2011,06/25/2019,Unknown,24005451000,Not applicable,06/25/2019,5.2000,49830.0,12.5,9583:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore County, MD",,Region 3,MD,24005,24,Maryland,Baltimore,005,1,,,4510,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,15600,34230,0,M,,3000:1,,11.4100,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24005,24,Maryland,N,N,06/15/2026,2026/06/15,,24005
Medicaid Eligible - Middle River,1242602523,HPSA Population,Primary Care,9,,MD,Withdrawn,02/24/2011,06/25/2019,Unknown,24005420500,Not applicable,06/25/2019,5.2000,49830.0,12.5,9583:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore County, MD",,Region 3,MD,24005,24,Maryland,Baltimore,005,1,,,4205,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,15600,34230,0,M,,3000:1,,11.4100,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24005,24,Maryland,N,N,06/15/2026,2026/06/15,,24005
Medicaid Eligible - Middle River,1242602523,HPSA Population,Primary Care,9,,MD,Withdrawn,02/24/2011,06/25/2019,Unknown,24005440500,Not applicable,06/25/2019,5.2000,49830.0,12.5,9583:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore County, MD",,Region 3,MD,24005,24,Maryland,Baltimore,005,1,,,4405,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,15600,34230,0,M,,3000:1,,11.4100,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24005,24,Maryland,N,N,06/15/2026,2026/06/15,,24005
Medicaid Eligible - Middle River,1242602523,HPSA Population,Primary Care,9,,MD,Withdrawn,02/24/2011,06/25/2019,Unknown,24005450100,Not applicable,06/25/2019,5.2000,49830.0,12.5,9583:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore County, MD",,Region 3,MD,24005,24,Maryland,Baltimore,005,1,,,4501,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,15600,34230,0,M,,3000:1,,11.4100,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24005,24,Maryland,N,N,06/15/2026,2026/06/15,,24005
Medicaid Eligible - Middle River,1242602523,HPSA Population,Primary Care,9,,MD,Withdrawn,02/24/2011,06/25/2019,Unknown,24005440900,Not applicable,06/25/2019,5.2000,49830.0,12.5,9583:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore County, MD",,Region 3,MD,24005,24,Maryland,Baltimore,005,1,,,4409,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,15600,34230,0,M,,3000:1,,11.4100,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24005,24,Maryland,N,N,06/15/2026,2026/06/15,,24005
Medicaid Eligible - Middle River,1242602523,HPSA Population,Primary Care,9,,MD,Withdrawn,02/24/2011,06/25/2019,Unknown,24005420600,Not applicable,06/25/2019,5.2000,49830.0,12.5,9583:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore County, MD",,Region 3,MD,24005,24,Maryland,Baltimore,005,1,,,4206,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,15600,34230,0,M,,3000:1,,11.4100,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24005,24,Maryland,N,N,06/15/2026,2026/06/15,,24005
Medicaid Eligible - Middle River,1242602523,HPSA Population,Primary Care,9,,MD,Withdrawn,02/24/2011,06/25/2019,Unknown,24005441000,Not applicable,06/25/2019,5.2000,49830.0,12.5,9583:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore County, MD",,Region 3,MD,24005,24,Maryland,Baltimore,005,1,,,4410,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,15600,34230,0,M,,3000:1,,11.4100,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24005,24,Maryland,N,N,06/15/2026,2026/06/15,,24005
Medicaid Eligible - Middle River,1242602523,HPSA Population,Primary Care,9,,MD,Withdrawn,02/24/2011,06/25/2019,Unknown,24005420301,Not applicable,06/25/2019,5.2000,49830.0,12.5,9583:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore County, MD",,Region 3,MD,24005,24,Maryland,Baltimore,005,1,,,4203.01,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,15600,34230,0,M,,3000:1,,11.4100,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24005,24,Maryland,N,N,06/15/2026,2026/06/15,,24005
Medicaid Eligible - Middle River,1242602523,HPSA Population,Primary Care,9,,MD,Withdrawn,02/24/2011,06/25/2019,Unknown,24005450300,Not applicable,06/25/2019,5.2000,49830.0,12.5,9583:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore County, MD",,Region 3,MD,24005,24,Maryland,Baltimore,005,1,,,4503,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,15600,34230,0,M,,3000:1,,11.4100,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24005,24,Maryland,N,N,06/15/2026,2026/06/15,,24005
Medicaid Eligible - Middle River,1242602523,HPSA Population,Primary Care,9,,MD,Withdrawn,02/24/2011,06/25/2019,Unknown,24005492300,Not applicable,06/25/2019,5.2000,49830.0,12.5,9583:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore County, MD",,Region 3,MD,24005,24,Maryland,Baltimore,005,1,,,4923,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,15600,34230,0,M,,3000:1,,11.4100,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24005,24,Maryland,N,N,06/15/2026,2026/06/15,,24005
Medicaid Eligible - Middle River,1242602523,HPSA Population,Primary Care,9,,MD,Withdrawn,02/24/2011,06/25/2019,Unknown,24005450400,Not applicable,06/25/2019,5.2000,49830.0,12.5,9583:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore County, MD",,Region 3,MD,24005,24,Maryland,Baltimore,005,1,,,4504,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,15600,34230,0,M,,3000:1,,11.4100,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24005,24,Maryland,N,N,06/15/2026,2026/06/15,,24005
Medicaid Eligible - Middle River,1242602523,HPSA Population,Primary Care,9,,MD,Withdrawn,02/24/2011,06/25/2019,Unknown,24005450200,Not applicable,06/25/2019,5.2000,49830.0,12.5,9583:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore County, MD",,Region 3,MD,24005,24,Maryland,Baltimore,005,1,,,4502,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,15600,34230,0,M,,3000:1,,11.4100,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24005,24,Maryland,N,N,06/15/2026,2026/06/15,,24005
Medicaid Eligible - Middle River,1242602523,HPSA Population,Primary Care,9,,MD,Withdrawn,02/24/2011,06/25/2019,Unknown,24005420800,Not applicable,06/25/2019,5.2000,49830.0,12.5,9583:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore County, MD",,Region 3,MD,24005,24,Maryland,Baltimore,005,1,,,4208,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,15600,34230,0,M,,3000:1,,11.4100,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24005,24,Maryland,N,N,06/15/2026,2026/06/15,,24005
Medicaid Eligible - Middle River,1242602523,HPSA Population,Primary Care,9,,MD,Withdrawn,02/24/2011,06/25/2019,Unknown,24005450504,Not applicable,06/25/2019,5.2000,49830.0,12.5,9583:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore County, MD",,Region 3,MD,24005,24,Maryland,Baltimore,005,1,,,4505.04,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,15600,34230,0,M,,3000:1,,11.4100,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24005,24,Maryland,N,N,06/15/2026,2026/06/15,,24005
Medicaid Eligible - Middle River,1242602523,HPSA Population,Primary Care,9,,MD,Withdrawn,02/24/2011,06/25/2019,Unknown,24005420900,Not applicable,06/25/2019,5.2000,49830.0,12.5,9583:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore County, MD",,Region 3,MD,24005,24,Maryland,Baltimore,005,1,,,4209,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,15600,34230,0,M,,3000:1,,11.4100,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24005,24,Maryland,N,N,06/15/2026,2026/06/15,,24005
Medicaid Eligible - Middle River,1242602523,HPSA Population,Primary Care,9,,MD,Withdrawn,02/24/2011,06/25/2019,Unknown,24005450800,Not applicable,06/25/2019,5.2000,49830.0,12.5,9583:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore County, MD",,Region 3,MD,24005,24,Maryland,Baltimore,005,1,,,4508,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,15600,34230,0,M,,3000:1,,11.4100,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24005,24,Maryland,N,N,06/15/2026,2026/06/15,,24005
Medicaid Eligible - Middle River,1242602523,HPSA Population,Primary Care,9,,MD,Withdrawn,02/24/2011,06/25/2019,Unknown,24005421000,Not applicable,06/25/2019,5.2000,49830.0,12.5,9583:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore County, MD",,Region 3,MD,24005,24,Maryland,Baltimore,005,1,,,4210,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,15600,34230,0,M,,3000:1,,11.4100,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24005,24,Maryland,N,N,06/15/2026,2026/06/15,,24005
Medicaid Eligible - Middle River,1242602523,HPSA Population,Primary Care,9,,MD,Withdrawn,02/24/2011,06/25/2019,Unknown,24005420200,Not applicable,06/25/2019,5.2000,49830.0,12.5,9583:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore County, MD",,Region 3,MD,24005,24,Maryland,Baltimore,005,1,,,4202,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,15600,34230,0,M,,3000:1,,11.4100,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24005,24,Maryland,N,N,06/15/2026,2026/06/15,,24005
Medicaid Eligible - Middle River,1242602523,HPSA Population,Primary Care,9,,MD,Withdrawn,02/24/2011,06/25/2019,Unknown,24005421101,Not applicable,06/25/2019,5.2000,49830.0,12.5,9583:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore County, MD",,Region 3,MD,24005,24,Maryland,Baltimore,005,1,,,4211.01,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,15600,34230,0,M,,3000:1,,11.4100,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24005,24,Maryland,N,N,06/15/2026,2026/06/15,,24005
Medicaid Eligible - Middle River,1242602523,HPSA Population,Primary Care,9,,MD,Withdrawn,02/24/2011,06/25/2019,Unknown,24005420100,Not applicable,06/25/2019,5.2000,49830.0,12.5,9583:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore County, MD",,Region 3,MD,24005,24,Maryland,Baltimore,005,1,,,4201,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,15600,34230,0,M,,3000:1,,11.4100,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24005,24,Maryland,N,N,06/15/2026,2026/06/15,,24005
Medicaid Eligible - Middle River,1242602523,HPSA Population,Primary Care,9,,MD,Withdrawn,02/24/2011,06/25/2019,Unknown,24005420701,Not applicable,06/25/2019,5.2000,49830.0,12.5,9583:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore County, MD",,Region 3,MD,24005,24,Maryland,Baltimore,005,1,,,4207.01,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,15600,34230,0,M,,3000:1,,11.4100,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24005,24,Maryland,N,N,06/15/2026,2026/06/15,,24005
Medicaid Eligible - Middle River,1242602523,HPSA Population,Primary Care,9,,MD,Withdrawn,02/24/2011,06/25/2019,Unknown,24005452300,Not applicable,06/25/2019,5.2000,49830.0,12.5,9583:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore County, MD",,Region 3,MD,24005,24,Maryland,Baltimore,005,1,,,4523,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,15600,34230,0,M,,3000:1,,11.4100,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24005,24,Maryland,N,N,06/15/2026,2026/06/15,,24005
Medicaid Eligible - Middle River,1242602523,HPSA Population,Primary Care,9,,MD,Withdrawn,02/24/2011,06/25/2019,Unknown,24005452100,Not applicable,06/25/2019,5.2000,49830.0,12.5,9583:1,Medicaid Eligible Population HPSA,Partially Rural,,,,N,"Baltimore County, MD",,Region 3,MD,24005,24,Maryland,Baltimore,005,1,,,4521,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,15600,34230,0,M,,3000:1,,11.4100,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,P,MD,24005,24,Maryland,N,N,06/15/2026,2026/06/15,,24005
Medicaid Eligible - Middle River,1242602523,HPSA Population,Primary Care,9,,MD,Withdrawn,02/24/2011,06/25/2019,Unknown,24005451500,Not applicable,06/25/2019,5.2000,49830.0,12.5,9583:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore County, MD",,Region 3,MD,24005,24,Maryland,Baltimore,005,1,,,4515,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,15600,34230,0,M,,3000:1,,11.4100,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24005,24,Maryland,N,N,06/15/2026,2026/06/15,,24005
Medicaid Eligible - Middle River,1242602523,HPSA Population,Primary Care,9,,MD,Withdrawn,02/24/2011,06/25/2019,Unknown,24005452000,Not applicable,06/25/2019,5.2000,49830.0,12.5,9583:1,Medicaid Eligible Population HPSA,Partially Rural,,,,N,"Baltimore County, MD",,Region 3,MD,24005,24,Maryland,Baltimore,005,1,,,4520,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,15600,34230,0,M,,3000:1,,11.4100,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,P,MD,24005,24,Maryland,N,N,06/15/2026,2026/06/15,,24005
Medicaid Eligible - Middle River,1242602523,HPSA Population,Primary Care,9,,MD,Withdrawn,02/24/2011,06/25/2019,Unknown,24005450501,Not applicable,06/25/2019,5.2000,49830.0,12.5,9583:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore County, MD",,Region 3,MD,24005,24,Maryland,Baltimore,005,1,,,4505.01,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,15600,34230,0,M,,3000:1,,11.4100,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24005,24,Maryland,N,N,06/15/2026,2026/06/15,,24005
Medicaid Eligible - Middle River,1242602523,HPSA Population,Primary Care,9,,MD,Withdrawn,02/24/2011,06/25/2019,Unknown,24005451900,Not applicable,06/25/2019,5.2000,49830.0,12.5,9583:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore County, MD",,Region 3,MD,24005,24,Maryland,Baltimore,005,1,,,4519,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,15600,34230,0,M,,3000:1,,11.4100,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24005,24,Maryland,N,N,06/15/2026,2026/06/15,,24005
Medicaid Eligible - Middle River,1242602523,HPSA Population,Primary Care,9,,MD,Withdrawn,02/24/2011,06/25/2019,Unknown,24005450503,Not applicable,06/25/2019,5.2000,49830.0,12.5,9583:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore County, MD",,Region 3,MD,24005,24,Maryland,Baltimore,005,1,,,4505.03,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,15600,34230,0,M,,3000:1,,11.4100,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24005,24,Maryland,N,N,06/15/2026,2026/06/15,,24005
Medicaid Eligible - Middle River,1242602523,HPSA Population,Primary Care,9,,MD,Withdrawn,02/24/2011,06/25/2019,Unknown,24005451402,Not applicable,06/25/2019,5.2000,49830.0,12.5,9583:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore County, MD",,Region 3,MD,24005,24,Maryland,Baltimore,005,1,,,4514.02,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,15600,34230,0,M,,3000:1,,11.4100,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24005,24,Maryland,N,N,06/15/2026,2026/06/15,,24005
Medicaid Eligible - Middle River,1242602523,HPSA Population,Primary Care,9,,MD,Withdrawn,02/24/2011,06/25/2019,Unknown,24005420302,Not applicable,06/25/2019,5.2000,49830.0,12.5,9583:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore County, MD",,Region 3,MD,24005,24,Maryland,Baltimore,005,1,,,4203.02,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,15600,34230,0,M,,3000:1,,11.4100,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24005,24,Maryland,N,N,06/15/2026,2026/06/15,,24005
Medicaid Eligible - Middle River,1242602523,HPSA Population,Primary Care,9,,MD,Withdrawn,02/24/2011,06/25/2019,Unknown,24005451200,Not applicable,06/25/2019,5.2000,49830.0,12.5,9583:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore County, MD",,Region 3,MD,24005,24,Maryland,Baltimore,005,1,,,4512,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,15600,34230,0,M,,3000:1,,11.4100,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24005,24,Maryland,N,N,06/15/2026,2026/06/15,,24005
Medicaid Eligible - Middle River,1242602523,HPSA Population,Primary Care,9,,MD,Withdrawn,02/24/2011,06/25/2019,Unknown,24005451600,Not applicable,06/25/2019,5.2000,49830.0,12.5,9583:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore County, MD",,Region 3,MD,24005,24,Maryland,Baltimore,005,1,,,4516,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,15600,34230,0,M,,3000:1,,11.4100,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24005,24,Maryland,N,N,06/15/2026,2026/06/15,,24005
Medicaid Eligible - Middle River,1242602523,HPSA Population,Primary Care,9,,MD,Withdrawn,02/24/2011,06/25/2019,Unknown,24005451300,Not applicable,06/25/2019,5.2000,49830.0,12.5,9583:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore County, MD",,Region 3,MD,24005,24,Maryland,Baltimore,005,1,,,4513,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,15600,34230,0,M,,3000:1,,11.4100,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24005,24,Maryland,N,N,06/15/2026,2026/06/15,,24005
Medicaid Eligible - Middle River,1242602523,HPSA Population,Primary Care,9,,MD,Withdrawn,02/24/2011,06/25/2019,Unknown,24005980000,Not applicable,06/25/2019,5.2000,49830.0,12.5,9583:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore County, MD",,Region 3,MD,24005,24,Maryland,Baltimore,005,1,,,9800,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,15600,34230,0,M,,3000:1,,11.4100,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24005,24,Maryland,N,N,06/15/2026,2026/06/15,,24005
Medicaid Eligible - Middle River,1242602523,HPSA Population,Primary Care,9,,MD,Withdrawn,02/24/2011,06/25/2019,Unknown,24005441101,Not applicable,06/25/2019,5.2000,49830.0,12.5,9583:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore County, MD",,Region 3,MD,24005,24,Maryland,Baltimore,005,1,,,4411.01,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,15600,34230,0,M,,3000:1,,11.4100,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24005,24,Maryland,N,N,06/15/2026,2026/06/15,,24005
