HPSA Name,HPSA ID,Designation Type,HPSA Discipline Class,HPSA Score,PC MCTA Score,Primary State Abbreviation,HPSA Status,HPSA Designation Date,HPSA Designation Last Update Date,Metropolitan Indicator,HPSA Geography Identification Number,HPSA Degree of Shortage,Withdrawn Date,HPSA FTE,HPSA Designation Population,% of Population Below 100% Poverty,HPSA Formal Ratio,HPSA Population Type,Rural Status,Longitude,Latitude,BHCMIS Organization Identification Number,Break in Designation,Common County Name,Common Postal Code,Common Region Name,Common State Abbreviation,Common State County FIPS Code,Common State FIPS Code,Common State Name,County Equivalent Name,County or County Equivalent Federal Information Processing Standard Code,Discipline Class Number,HPSA Address,HPSA City,HPSA Component Name,HPSA Component Source Identification Number,HPSA Component State Abbreviation,HPSA Component Type Code,HPSA Component Type Description,HPSA Designation Population Type Description,HPSA Estimated Served Population,HPSA Estimated Underserved Population,HPSA Metropolitan Indicator Code,HPSA Population Type Code,HPSA Postal Code,HPSA Provider Ratio Goal,HPSA Resident Civilian Population,HPSA Shortage,HPSA Status Code,HPSA Type Code,HPSA Withdrawn Date String,Primary State FIPS Code,Primary State Name,Provider Type,Rural Status Code,State Abbreviation,State and County Federal Information Processing Standard Code,State FIPS Code,State Name,U.S. - Mexico Border 100 Kilometer Indicator,U.S. - Mexico Border County Indicator,Data Warehouse Record Create Date,Data Warehouse Record Create Date Text,Unnamed: 65,county_fips
Medicaid Eligible - Clifton/Gardenville/Hamilton/,1249992481,HPSA Population,Primary Care,0,,MD,Withdrawn,01/25/2008,03/01/2012,Metropolitan,24510270802,Not applicable,03/01/2012,0.4000,5576.0,,13940:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,2708.02,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,1200,4376,M,M,,3000:1,,1.5000,W,Hpsa Pop,2012/03/01,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Medicaid Eligible - Clifton/Gardenville/Hamilton/,1249992481,HPSA Population,Primary Care,0,,MD,Withdrawn,01/25/2008,03/01/2012,Metropolitan,24510260102,Not applicable,03/01/2012,0.4000,5576.0,,13940:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,2601.02,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,1200,4376,M,M,,3000:1,,1.5000,W,Hpsa Pop,2012/03/01,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Medicaid Eligible - Clifton/Gardenville/Hamilton/,1249992481,HPSA Population,Primary Care,0,,MD,Withdrawn,01/25/2008,03/01/2012,Metropolitan,24510090300,Not applicable,03/01/2012,0.4000,5576.0,,13940:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,903,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,1200,4376,M,M,,3000:1,,1.5000,W,Hpsa Pop,2012/03/01,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Medicaid Eligible - Clifton/Gardenville/Hamilton/,1249992481,HPSA Population,Primary Care,0,,MD,Withdrawn,01/25/2008,03/01/2012,Metropolitan,24510270901,Not applicable,03/01/2012,0.4000,5576.0,,13940:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,2709.01,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,1200,4376,M,M,,3000:1,,1.5000,W,Hpsa Pop,2012/03/01,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Medicaid Eligible - Clifton/Gardenville/Hamilton/,1249992481,HPSA Population,Primary Care,0,,MD,Withdrawn,01/25/2008,03/01/2012,Metropolitan,24510270200,Not applicable,03/01/2012,0.4000,5576.0,,13940:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,2702,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,1200,4376,M,M,,3000:1,,1.5000,W,Hpsa Pop,2012/03/01,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Medicaid Eligible - Clifton/Gardenville/Hamilton/,1249992481,HPSA Population,Primary Care,0,,MD,Withdrawn,01/25/2008,03/01/2012,Metropolitan,24510090100,Not applicable,03/01/2012,0.4000,5576.0,,13940:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,901,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,1200,4376,M,M,,3000:1,,1.5000,W,Hpsa Pop,2012/03/01,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Medicaid Eligible - Clifton/Gardenville/Hamilton/,1249992481,HPSA Population,Primary Care,0,,MD,Withdrawn,01/25/2008,03/01/2012,Metropolitan,24510080101,Not applicable,03/01/2012,0.4000,5576.0,,13940:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,801.01,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,1200,4376,M,M,,3000:1,,1.5000,W,Hpsa Pop,2012/03/01,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
LI - Greenbelt/Langley/College Park,1249944261,HPSA Population,Primary Care,18,17,MD,Designated,05/22/2026,05/22/2026,Unknown,24033806800,Not applicable,,5.0196,77269.0,15.9,15393:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,Census Tract 8068; Prince George's County; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,15059,62210,0,LI,,3000:1,,20.7404,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI - Greenbelt/Langley/College Park,1249944261,HPSA Population,Primary Care,18,17,MD,Designated,05/22/2026,05/22/2026,Unknown,24033804600,Not applicable,,5.0196,77269.0,15.9,15393:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,Census Tract 8046; Prince George's County; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,15059,62210,0,LI,,3000:1,,20.7404,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI - Greenbelt/Langley/College Park,1249944261,HPSA Population,Primary Care,18,17,MD,Designated,05/22/2026,05/22/2026,Unknown,24033806900,Not applicable,,5.0196,77269.0,15.9,15393:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,Census Tract 8069; Prince George's County; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,15059,62210,0,LI,,3000:1,,20.7404,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI - Greenbelt/Langley/College Park,1249944261,HPSA Population,Primary Care,18,17,MD,Designated,05/22/2026,05/22/2026,Unknown,24033804700,Not applicable,,5.0196,77269.0,15.9,15393:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,Census Tract 8047; Prince George's County; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,15059,62210,0,LI,,3000:1,,20.7404,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI - Greenbelt/Langley/College Park,1249944261,HPSA Population,Primary Care,18,17,MD,Designated,05/22/2026,05/22/2026,Unknown,24033807102,Not applicable,,5.0196,77269.0,15.9,15393:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,Census Tract 8071.02; Prince George's County; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,15059,62210,0,LI,,3000:1,,20.7404,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI - Greenbelt/Langley/College Park,1249944261,HPSA Population,Primary Care,18,17,MD,Designated,05/22/2026,05/22/2026,Unknown,24033804802,Not applicable,,5.0196,77269.0,15.9,15393:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,Census Tract 8048.02; Prince George's County; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,15059,62210,0,LI,,3000:1,,20.7404,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI - Greenbelt/Langley/College Park,1249944261,HPSA Population,Primary Care,18,17,MD,Designated,05/22/2026,05/22/2026,Unknown,24033804900,Not applicable,,5.0196,77269.0,15.9,15393:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,Census Tract 8049; Prince George's County; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,15059,62210,0,LI,,3000:1,,20.7404,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI - Greenbelt/Langley/College Park,1249944261,HPSA Population,Primary Care,18,17,MD,Designated,05/22/2026,05/22/2026,Unknown,24033805000,Not applicable,,5.0196,77269.0,15.9,15393:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,Census Tract 8050; Prince George's County; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,15059,62210,0,LI,,3000:1,,20.7404,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI - Greenbelt/Langley/College Park,1249944261,HPSA Population,Primary Care,18,17,MD,Designated,05/22/2026,05/22/2026,Unknown,24033804102,Not applicable,,5.0196,77269.0,15.9,15393:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,Census Tract 8041.02; Prince George's County; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,15059,62210,0,LI,,3000:1,,20.7404,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI - Greenbelt/Langley/College Park,1249944261,HPSA Population,Primary Care,18,17,MD,Designated,05/22/2026,05/22/2026,Unknown,24033805202,Not applicable,,5.0196,77269.0,15.9,15393:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,Census Tract 8052.02; Prince George's County; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,15059,62210,0,LI,,3000:1,,20.7404,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI - Greenbelt/Langley/College Park,1249944261,HPSA Population,Primary Care,18,17,MD,Designated,05/22/2026,05/22/2026,Unknown,24033805500,Not applicable,,5.0196,77269.0,15.9,15393:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,Census Tract 8055; Prince George's County; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,15059,62210,0,LI,,3000:1,,20.7404,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI - Greenbelt/Langley/College Park,1249944261,HPSA Population,Primary Care,18,17,MD,Designated,05/22/2026,05/22/2026,Unknown,24033805601,Not applicable,,5.0196,77269.0,15.9,15393:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,Census Tract 8056.01; Prince George's County; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,15059,62210,0,LI,,3000:1,,20.7404,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI - Greenbelt/Langley/College Park,1249944261,HPSA Population,Primary Care,18,17,MD,Designated,05/22/2026,05/22/2026,Unknown,24033804300,Not applicable,,5.0196,77269.0,15.9,15393:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,Census Tract 8043; Prince George's County; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,15059,62210,0,LI,,3000:1,,20.7404,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI - Greenbelt/Langley/College Park,1249944261,HPSA Population,Primary Care,18,17,MD,Designated,05/22/2026,05/22/2026,Unknown,24033804400,Not applicable,,5.0196,77269.0,15.9,15393:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,Census Tract 8044; Prince George's County; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,15059,62210,0,LI,,3000:1,,20.7404,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI - Greenbelt/Langley/College Park,1249944261,HPSA Population,Primary Care,18,17,MD,Designated,05/22/2026,05/22/2026,Unknown,24033804801,Not applicable,,5.0196,77269.0,15.9,15393:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,Census Tract 8048.01; Prince George's County; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,15059,62210,0,LI,,3000:1,,20.7404,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI - Greenbelt/Langley/College Park,1249944261,HPSA Population,Primary Care,18,17,MD,Designated,05/22/2026,05/22/2026,Unknown,24033805801,Not applicable,,5.0196,77269.0,15.9,15393:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,Census Tract 8058.01; Prince George's County; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,15059,62210,0,LI,,3000:1,,20.7404,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI - Greenbelt/Langley/College Park,1249944261,HPSA Population,Primary Care,18,17,MD,Designated,05/22/2026,05/22/2026,Unknown,24033805802,Not applicable,,5.0196,77269.0,15.9,15393:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,Census Tract 8058.02; Prince George's County; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,15059,62210,0,LI,,3000:1,,20.7404,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI - Greenbelt/Langley/College Park,1249944261,HPSA Population,Primary Care,18,17,MD,Designated,05/22/2026,05/22/2026,Unknown,24033805908,Not applicable,,5.0196,77269.0,15.9,15393:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,Census Tract 8059.08; Prince George's County; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,15059,62210,0,LI,,3000:1,,20.7404,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI - Greenbelt/Langley/College Park,1249944261,HPSA Population,Primary Care,18,17,MD,Designated,05/22/2026,05/22/2026,Unknown,24033805904,Not applicable,,5.0196,77269.0,15.9,15393:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,Census Tract 8059.04; Prince George's County; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,15059,62210,0,LI,,3000:1,,20.7404,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI - Greenbelt/Langley/College Park,1249944261,HPSA Population,Primary Care,18,17,MD,Designated,05/22/2026,05/22/2026,Unknown,24033805906,Not applicable,,5.0196,77269.0,15.9,15393:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,Census Tract 8059.06; Prince George's County; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,15059,62210,0,LI,,3000:1,,20.7404,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI - Greenbelt/Langley/College Park,1249944261,HPSA Population,Primary Care,18,17,MD,Designated,05/22/2026,05/22/2026,Unknown,24033806000,Not applicable,,5.0196,77269.0,15.9,15393:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,Census Tract 8060; Prince George's County; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,15059,62210,0,LI,,3000:1,,20.7404,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI - Greenbelt/Langley/College Park,1249944261,HPSA Population,Primary Care,18,17,MD,Designated,05/22/2026,05/22/2026,Unknown,24033805909,Not applicable,,5.0196,77269.0,15.9,15393:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,Census Tract 8059.09; Prince George's County; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,15059,62210,0,LI,,3000:1,,20.7404,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI - Greenbelt/Langley/College Park,1249944261,HPSA Population,Primary Care,18,17,MD,Designated,05/22/2026,05/22/2026,Unknown,24033805602,Not applicable,,5.0196,77269.0,15.9,15393:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,Census Tract 8056.02; Prince George's County; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,15059,62210,0,LI,,3000:1,,20.7404,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI - Greenbelt/Langley/College Park,1249944261,HPSA Population,Primary Care,18,17,MD,Designated,05/22/2026,05/22/2026,Unknown,24033805700,Not applicable,,5.0196,77269.0,15.9,15393:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,Census Tract 8057; Prince George's County; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,15059,62210,0,LI,,3000:1,,20.7404,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI-Parks Run,1249939067,HPSA Population,Primary Care,17,10,MD,Proposed For Withdrawal,09/01/2022,09/22/2025,Unknown,24005408506,Not applicable,,0.3902,5648.0,10.4,14475:1,Low Income Population HPSA,Non-Rural,,,,N,"Baltimore County, MD",,Region 3,MD,24005,24,Maryland,Baltimore,005,1,,,"Census Tract 4085.06, Baltimore County, Maryland",,MD,CT,Census Tract,Low Income Population HPSA,1171,4477,0,LI,,3000:1,,1.4898,P,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24005,24,Maryland,N,N,06/15/2026,2026/06/15,,24005
LI-Parks Run,1249939067,HPSA Population,Primary Care,17,10,MD,Proposed For Withdrawal,09/01/2022,09/22/2025,Unknown,24005408400,Not applicable,,0.3902,5648.0,10.4,14475:1,Low Income Population HPSA,Non-Rural,,,,N,"Baltimore County, MD",,Region 3,MD,24005,24,Maryland,Baltimore,005,1,,,"Census Tract 4084, Baltimore County, Maryland",,MD,CT,Census Tract,Low Income Population HPSA,1171,4477,0,LI,,3000:1,,1.4898,P,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24005,24,Maryland,N,N,06/15/2026,2026/06/15,,24005
LI-Parks Run,1249939067,HPSA Population,Primary Care,17,10,MD,Proposed For Withdrawal,09/01/2022,09/22/2025,Unknown,24005408503,Not applicable,,0.3902,5648.0,10.4,14475:1,Low Income Population HPSA,Non-Rural,,,,N,"Baltimore County, MD",,Region 3,MD,24005,24,Maryland,Baltimore,005,1,,,"Census Tract 4085.03, Baltimore County, Maryland",,MD,CT,Census Tract,Low Income Population HPSA,1171,4477,0,LI,,3000:1,,1.4898,P,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24005,24,Maryland,N,N,06/15/2026,2026/06/15,,24005
LI-Parks Run,1249939067,HPSA Population,Primary Care,17,10,MD,Proposed For Withdrawal,09/01/2022,09/22/2025,Unknown,24005408507,Not applicable,,0.3902,5648.0,10.4,14475:1,Low Income Population HPSA,Non-Rural,,,,N,"Baltimore County, MD",,Region 3,MD,24005,24,Maryland,Baltimore,005,1,,,"Census Tract 4085.07, Baltimore County, Maryland",,MD,CT,Census Tract,Low Income Population HPSA,1171,4477,0,LI,,3000:1,,1.4898,P,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24005,24,Maryland,N,N,06/15/2026,2026/06/15,,24005
LI - East Baltimore County,1249911603,HPSA Population,Primary Care,17,15,MD,Designated,04/20/2026,04/20/2026,Unknown,24005451401,Not applicable,,3.3208,60873.0,14.8,18331:1,Low Income Population HPSA,Non-Rural,,,,N,"Baltimore County, MD",,Region 3,MD,24005,24,Maryland,Baltimore,005,1,,,Census Tract 4514.01; Baltimore County; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,9962,50911,0,LI,,3000:1,,16.9692,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24005,24,Maryland,N,N,06/15/2026,2026/06/15,,24005
LI - East Baltimore County,1249911603,HPSA Population,Primary Care,17,15,MD,Designated,04/20/2026,04/20/2026,Unknown,24005420500,Not applicable,,3.3208,60873.0,14.8,18331:1,Low Income Population HPSA,Non-Rural,,,,N,"Baltimore County, MD",,Region 3,MD,24005,24,Maryland,Baltimore,005,1,,,Census Tract 4205; Baltimore County; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,9962,50911,0,LI,,3000:1,,16.9692,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24005,24,Maryland,N,N,06/15/2026,2026/06/15,,24005
LI - East Baltimore County,1249911603,HPSA Population,Primary Care,17,15,MD,Designated,04/20/2026,04/20/2026,Unknown,24005452000,Not applicable,,3.3208,60873.0,14.8,18331:1,Low Income Population HPSA,Partially Rural,,,,N,"Baltimore County, MD",,Region 3,MD,24005,24,Maryland,Baltimore,005,1,,,Census Tract 4520; Baltimore County; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,9962,50911,0,LI,,3000:1,,16.9692,D,Hpsa Pop,,24,Maryland,Not Applicable,P,MD,24005,24,Maryland,N,N,06/15/2026,2026/06/15,,24005
LI - East Baltimore County,1249911603,HPSA Population,Primary Care,17,15,MD,Designated,04/20/2026,04/20/2026,Unknown,24005440400,Not applicable,,3.3208,60873.0,14.8,18331:1,Low Income Population HPSA,Non-Rural,,,,N,"Baltimore County, MD",,Region 3,MD,24005,24,Maryland,Baltimore,005,1,,,Census Tract 4404; Baltimore County; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,9962,50911,0,LI,,3000:1,,16.9692,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24005,24,Maryland,N,N,06/15/2026,2026/06/15,,24005
LI - East Baltimore County,1249911603,HPSA Population,Primary Care,17,15,MD,Designated,04/20/2026,04/20/2026,Unknown,24005452100,Not applicable,,3.3208,60873.0,14.8,18331:1,Low Income Population HPSA,Partially Rural,,,,N,"Baltimore County, MD",,Region 3,MD,24005,24,Maryland,Baltimore,005,1,,,Census Tract 4521; Baltimore County; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,9962,50911,0,LI,,3000:1,,16.9692,D,Hpsa Pop,,24,Maryland,Not Applicable,P,MD,24005,24,Maryland,N,N,06/15/2026,2026/06/15,,24005
